CompanyCode,StockShortName,Shariah,Sector,CompanyFullName,Date
1066,RHBBANK,No,Banking ,RHB BANK BERHAD,20210704
5278,RHONEMA,No,Agricultural Products ,RHONE MA HOLDINGS BERHAD,20210704
0219,RL,Yes,"Energy Infrastructure, Equipment & Services ",RESERVOIR LINK ENERGY BHD,20210704
9741,ROHAS,Yes,Industrial Engineering ,ROHAS TECNIC BERHAD,20210704
03036,RPLANET,No,Digital Services ,REDPLANET BERHAD,20210704
5113,RSAWIT,Yes,Plantation ,RIMBUNAN SAWIT BERHAD,20210704
5270,RSENA,No,Special Purpose Acquisition Company ,RED SENA BERHAD,20210704
03039,RTSTECH,No,Software ,RTS TECHNOLOGY HOLDINGS BERHAD,20210704
7803,RUBEREX,Yes,"Industrial Materials, Components & Equipment ",RUBBEREX CORPORATION (M) BERHAD,20210704
2542,RVIEW,Yes,Plantation ,RIVERVIEW RUBBER ESTATES BERHAD,20210704
8745,S&FCAP,Yes,Wood & Wood Products ,S & F CAPITAL BERHAD,20210704
5134,SAB,Yes,Chemicals ,SOUTHERN ACIDS (M) BERHAD,20210704
8567,SALCON,Yes,"Gas, Water & Multi-utilities ",SALCON BERHAD,20210704
0183,SALUTE,Yes,Personal Goods ,SALUTICA BERHAD,20210704
9822,SAM,Yes,"Industrial Materials, Components & Equipment ",SAM ENGINEERING & EQUIPMENT (M) BERHAD,20210704
0223,SAMAIDEN,Yes,Industrial Services ,SAMAIDEN GROUP BERHAD,20210704
5147,SAMCHEM,No,Chemicals ,SAMCHEM HOLDINGS BERHAD,20210704
0133,SANICHI,Yes,"Industrial Materials, Components & Equipment ",SANICHI TECHNOLOGY BERHAD,20210704
7811,SAPIND,Yes,Auto Parts ,SAPURA INDUSTRIAL BERHAD,20210704
5218,SAPNRG,Yes,"Energy Infrastructure, Equipment & Services ",SAPURA ENERGY BERHAD,20210704
4596,SAPRES,Yes,Property ,SAPURA RESOURCES BERHAD,20210704
5252,SASBADI,Yes,Media ,SASBADI HOLDINGS BERHAD,20210704
5157,SAUDEE,Yes,Food & Beverages ,SAUDEE GROUP BERHAD,20210704
2569,SBAGAN,No,Plantation ,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,20210704
5207,SBCCORP,Yes,Property ,SBC CORPORATION BERHAD,20210704
5170,SCABLE,Yes,"Industrial Materials, Components & Equipment ",SARAWAK CABLE BERHAD,20210704
0109,SCBUILD,Yes,Construction ,SC ESTATE BUILDER BERHAD,20210704
0158,SCC,No,Consumer Services ,SCC HOLDINGS BERHAD,20210704
0225,SCGBHD,No,"Industrial Materials, Components & Equipment ",SOUTHERN CABLE GROUP BERHAD,20210704
7247,SCGM,Yes,Packaging Materials ,SCGM BHD,20210704
9237,SCIB,Yes,Building Materials ,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,20210704
0099,SCICOM,No,Industrial Services ,SCICOM (MSC) BERHAD,20210704
4731,SCIENTX,Yes,Packaging Materials ,SCIENTEX BERHAD,20210704
7239,SCNWOLF,Yes,Building Materials ,SCANWOLF CORPORATION BERHAD,20210704
7158,SCOMI,No,"Energy Infrastructure, Equipment & Services ",SCOMI GROUP BERHAD,20210704
7045,SCOMIES,Yes,"Energy Infrastructure, Equipment & Services ",SCOMI ENERGY SERVICES BHD,20210704
0001,SCOMNET,Yes,Health Care Equipment & Services ,SUPERCOMNET TECHNOLOGIES BERHAD,20210704
0028,SCOPE,Yes,"Industrial Materials, Components & Equipment ",SCOPE INDUSTRIES BERHAD,20210704
2224,SDRED,Yes,Property ,SELANGOR DREDGING BERHAD,20210704
0212,SDS,Yes,Food & Beverages ,SDS GROUP BERHAD,20210704
7073,SEACERA,Yes,Building Materials ,SEACERA GROUP BERHAD,20210704
4286,SEAL,Yes,Property ,SEAL INCORPORATED BERHAD,20210704
5145,SEALINK,Yes,Transportation Equipment ,SEALINK INTERNATIONAL BERHAD,20210704
5163,SEB,No,Industrial Engineering ,SEREMBAN ENGINEERING BERHAD,20210704
0178,SEDANIA,Yes,Telecommunications Equipment ,SEDANIA INNOVATOR BERHAD,20210704
7053,SEEHUP,Yes,Transportation & Logistics Services ,SEE HUP CONSOLIDATED BERHAD,20210704
03009,SEERS,Yes,Household Goods ,SEERS BERHAD,20210704
9792,SEG,Yes,Consumer Services ,SEG INTERNATIONAL BHD,20210704
5250,SEM,No,Retailers ,7-ELEVEN MALAYSIA HOLDINGS BERHAD,20210704
5205,SENDAI,Yes,Construction ,EVERSENDAI CORPORATION BERHAD,20210704
5123,SENTRAL,No,Real Estate Investment Trusts ,SENTRAL REIT,20210704
5279,SERBADK,Yes,"Energy Infrastructure, Equipment & Services ",SERBA DINAMIK HOLDINGS BERHAD,20210704
7180,SERNKOU,Yes,Household Goods ,SERN KOU RESOURCES BERHAD,20210704
0055,SERSOL,Yes,Chemicals ,SERSOL BERHAD,20210704
03033,SGBHD,Yes,Industrial Services ,SUPERGENICS BERHAD,20210704
5517,SHANG,No,"Travel, Leisure & Hospitality ",SHANGRI-LA HOTELS (MALAYSIA) BERHAD,20210704
4316,SHCHAN,Yes,Plantation ,SIN HENG CHAN (MALAYA) BERHAD,20210704
7412,SHH,Yes,Household Goods ,SHH RESOURCES HOLDINGS BERHAD,20210704
6017,SHL,No,Property ,SHL CONSOLIDATED BHD,20210704
7246,SIGN,Yes,Household Goods ,SIGNATURE INTERNATIONAL BERHAD,20210704
4197,SIME,Yes,Automotive ,SIME DARBY BERHAD,20210704
5285,SIMEPLT,Yes,Plantation ,SIME DARBY PLANTATION BERHAD,20210704
5288,SIMEPROP,Yes,Property ,SIME DARBY PROPERTY BERHAD,20210704
5172,SINARAN,No,Personal Goods ,SINARAN ADVANCE GROUP BERHAD,20210704
9431,SJC,Yes,Media ,SENI JAYA CORPORATION BERHAD,20210704
7115,SKBSHUT,Yes,Building Materials ,SKB SHUTTERS CORPORATION BERHAD,20210704
7155,SKPRES,Yes,"Industrial Materials, Components & Equipment ",SKP RESOURCES BHD,20210704
03008,SLIC,Yes,Digital Services ,SL INNOVATION CAPITAL BERHAD,20210704
7248,SLP,Yes,Packaging Materials ,SLP RESOURCES BERHAD,20210704
0215,SLVEST,Yes,Industrial Services ,SOLARVEST HOLDINGS BERHAD,20210704
9776,SMCAP,Yes,Agricultural Products ,SINMAH CAPITAL BERHAD,20210704
0203,SMETRIC,Yes,Software ,SECUREMETRIC BERHAD,20210704
4375,SMI,Yes,Property ,SOUTH MALAYSIA INDUSTRIES BERHAD,20210704
03023,SMILE,Yes,Health Care Providers ,SMILE-LINK HEALTHCARE GLOBAL BERHAD,20210704
7132,SMISCOR,Yes,Auto Parts ,SMIS CORPORATION BERHAD,20210704
0117,SMRT,Yes,Digital Services ,SMRT HOLDINGS BERHAD,20210704
0169,SMTRACK,Yes,Technology Equipment ,SMTRACK BERHAD,20210704
7943,SNC,Yes,Household Goods ,SAND NISKO CAPITAL BERHAD,20210704
5213,SNTORIA,No,Property ,SENTORIA GROUP BERHAD,20210704
5242,SOLID,Yes,Automotive ,SOLID AUTOMOTIVE BERHAD,20210704
0093,SOLUTN,Yes,Digital Services ,SOLUTION GROUP BERHAD,20210704
5126,SOP,Yes,Plantation ,SARAWAK OIL PALMS BERHAD,20210704
0216,SPRING,Yes,Household Goods ,SPRING ART HOLDINGS BERHAD,20210704
7103,SPRITZER,Yes,Food & Beverages ,SPRITZER BHD,20210704
8664,SPSETIA,Yes,Property ,S P SETIA BERHAD,20210704
0129,SRIDGE,Yes,Telecommunications Equipment ,SILVER RIDGE HOLDINGS BHD,20210704
5665,SSTEEL,No,Metals ,SOUTHERN STEEL BERHAD,20210704
6084,STAR,Yes,Media ,STAR MEDIA GROUP BERHAD,20210704
5006,STELLA,Yes,Construction ,STELLA HOLDINGS BERHAD,20210704
0080,STRAITS,Yes,Transportation & Logistics Services ,STRAITS INTER LOGISTICS BERHAD,20210704
6904,SUBUR,No,Wood & Wood Products ,SUBUR TIASA HOLDINGS BERHAD,20210704
7207,SUCCESS,Yes,"Industrial Materials, Components & Equipment ",SUCCESS TRANSFORMER CORPORATION BERHAD,20210704
1201,SUMATEC,Yes,Oil & Gas Producers ,SUMATEC RESOURCES BERHAD,20210704
5263,SUNCON,Yes,Construction ,SUNWAY CONSTRUCTION GROUP BERHAD,20210704
5176,SUNREIT,No,Real Estate Investment Trusts ,SUNWAY REAL ESTATE INVESTMENT TRUST,20210704
3743,SUNSURIA,Yes,Property ,SUNSURIA BERHAD,20210704
5211,SUNWAY,Yes,Diversified Industrials ,SUNWAY BERHAD,20210704
0148,SUNZEN,Yes,Agricultural Products ,SUNZEN BIOTECH BERHAD,20210704
7235,SUPERLN,Yes,Building Materials ,SUPERLON HOLDINGS BERHAD,20210704
7106,SUPERMX,Yes,Health Care Equipment & Services ,SUPERMAX CORPORATION BERHAD,20210704
03018,SUPREME,Yes,Consumer Services ,SUPREME CONSOLIDATED RESOURCES BERHAD,20210704
6521,SURIA,Yes,Transportation & Logistics Services ,SURIA CAPITAL HOLDINGS BERHAD,20210704
5135,SWKPLNT,Yes,Plantation ,SARAWAK PLANTATION BERHAD,20210704
7186,SWSCAP,Yes,Household Goods ,SWS CAPITAL BERHAD,20210704
9717,SYCAL,No,Construction ,SYCAL VENTURES BERHAD,20210704
7082,SYF,Yes,Household Goods ,SYF RESOURCES BERHAD,20210704
1538,SYMLIFE,Yes,Property ,SYMPHONY LIFE BERHAD,20210704
5173,SYSCORP,Yes,Transportation & Logistics Services ,SHIN YANG SHIPPING CORPORATION BERHAD,20210704
0050,SYSTECH,Yes,Software ,SYSTECH BHD,20210704
7228,T7GLOBAL,Yes,"Energy Infrastructure, Equipment & Services ",T7 GLOBAL BERHAD,20210704
5012,TAANN,Yes,Plantation ,TA ANN HOLDINGS BERHAD,20210704
7211,TAFI,Yes,Household Goods ,TAFI INDUSTRIES BERHAD,20210704
6139,TAKAFUL,Yes,Insurance ,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,20210704
2259,TALAMT,Yes,Property ,TALAM TRANSFORM BERHAD,20210704
8524,TALIWRK,Yes,"Gas, Water & Multi-utilities ",TALIWORKS CORPORATION BERHAD,20210704
5191,TAMBUN,Yes,Property ,TAMBUN INDAH LAND BERHAD,20210704
2429,TANCO,Yes,Property ,TANCO HOLDINGS BERHAD,20210704
5149,TAS,No,Transportation Equipment ,TAS OFFSHORE BERHAD,20210704
5140,TASCO,No,Transportation & Logistics Services ,TASCO BERHAD,20210704
0211,TASHIN,Yes,Metals ,TASHIN HOLDINGS BERHAD,20210704
7097,TAWIN,Yes,Metals ,TA WIN HOLDINGS BERHAD,20210704
4405,TCHONG,No,Automotive ,TAN CHONG MOTOR HOLDINGS BERHAD,20210704
0221,TCS,Yes,Construction ,TCS GROUP HOLDINGS BERHAD,20210704
0132,TDEX,Yes,Software ,TECHNODEX BHD,20210704
2054,TDM,Yes,Plantation ,TDM BERHAD,20210704
0084,TECFAST,Yes,"Industrial Materials, Components & Equipment ",TECHFAST HOLDINGS BERHAD,20210704
7439,TECGUAN,No,Agricultural Products ,TECK GUAN PERDANA BERHAD,20210704
5289,TECHBND,No,Chemicals ,TECHBOND GROUP BERHAD,20210704
2739,TECHNAX,Yes,Other Energy Resources ,TECHNA-X BERHAD,20210704
7200,TEKSENG,Yes,Household Goods ,TEK SENG HOLDINGS BERHAD,20210704
0230,TELADAN,Yes,Property ,TELADAN SETIA GROUP BERHAD,20210704
5347,TENAGA,Yes,Electricity ,TENAGA NASIONAL BHD,20210704
7252,TEOSENG,Yes,Agricultural Products ,TEO SENG CAPITAL BERHAD,20210704
8702,TEXCHEM,No,Diversified Industrials ,TEXCHEM RESOURCES BERHAD,20210704
0089,TEXCYCL,Yes,Industrial Services ,TEX CYCLE TECHNOLOGY (M) BERHAD,20210704
0145,TFP,Yes,Digital Services ,TFP SOLUTIONS BERHAD,20210704
9369,TGL,Yes,Personal Goods ,TEO GUAN LEE CORPORATION BERHAD,20210704
7034,TGUAN,Yes,Packaging Materials ,THONG GUAN INDUSTRIES BERHAD,20210704
9075,THETA,Yes,Digital Services ,THETA EDGE BERHAD,20210704
7206,THHEAVY,Yes,"Energy Infrastructure, Equipment & Services ",TH HEAVY ENGINEERING BERHAD,20210704
5112,THPLANT,Yes,Plantation ,TH PLANTATIONS BERHAD,20210704
7889,THRIVEN,Yes,Property ,THRIVEN GLOBAL BERHAD,20210704
7374,TIENWAH,No,Industrial Services ,TIEN WAH PRESS HOLDINGS BERHAD,20210704
7079,TIGER,Yes,Property ,TIGER SYNERGY BERHAD,20210704
5031,TIMECOM,Yes,Telecommunications Service Providers ,TIME DOTCOM BERHAD,20210704
7854,TIMWELL,Yes,Wood & Wood Products ,TIMBERWELL BERHAD,20210704
5239,TITIJYA,Yes,Property ,TITIJAYA LAND BERHAD,20210704
5297,TJSETIA,Yes,Construction ,TUJU SETIA BERHAD,20210704
4863,TM,Yes,Telecommunications Service Providers ,TELEKOM MALAYSIA BERHAD,20210704
0101,TMCLIFE,Yes,Health Care Providers ,TMC LIFE SCIENCES BERHAD,20210704
8397,TNLOGIS,No,Transportation & Logistics Services ,TIONG NAM LOGISTICS HOLDINGS BERHAD,20210704
7218,TOCEAN,Yes,Transportation & Logistics Services ,TRANSOCEAN HOLDINGS BHD,20210704
7230,TOMEI,No,Retailers ,TOMEI CONSOLIDATED BERHAD,20210704
7285,TOMYPAK,Yes,Packaging Materials ,TOMYPAK HOLDINGS BERHAD,20210704
5010,TONGHER,Yes,Metals ,TONG HERR RESOURCES BERHAD,20210704
5268,TOPBLDS,Yes,Construction ,TOP BUILDERS CAPITAL BERHAD,20210704
7113,TOPGLOV,Yes,Health Care Equipment & Services ,TOP GLOVE CORPORATION BHD,20210704
03013,TOPVISN,Yes,Health Care Providers ,TOPVISION EYE SPECIALIST BERHAD,20210704
7173,TOYOVEN,Yes,Chemicals ,TOYO VENTURES HOLDINGS BERHAD,20210704
7176,TPC,Yes,Agricultural Products ,TPC PLUS BERHAD,20210704
5054,TRC,Yes,Construction ,TRC SYNERGY BERHAD,20210704
0199,TRIMODE,Yes,Transportation & Logistics Services ,TRI-MODE SYSTEM (M) BERHAD,20210704
0118,TRIVE,No,Technology Equipment ,TRIVE PROPERTY GROUP BERHAD,20210704
5401,TROP,Yes,Property ,TROPICANA CORPORATION BERHAD,20210704
9059,TSH,Yes,Plantation ,TSH RESOURCES BERHAD,20210704
5042,TSRCAP,Yes,Construction ,TSR CAPITAL BERHAD,20210704
03020,TTV,Yes,Semiconductors ,TT VISION HOLDINGS BERHAD,20210704
5230,TUNEPRO,No,Insurance ,TUNE PROTECT GROUP BERHAD,20210704
5167,TURBO,No,"Industrial Materials, Components & Equipment ",TURBO-MECH BERHAD,20210704
4359,TURIYA,No,Semiconductors ,TURIYA BERHAD,20210704
5111,TWRREIT,No,Real Estate Investment Trusts ,TOWER REAL ESTATE INVESTMENT TRUST,20210704
7100,UCHITEC,Yes,"Industrial Materials, Components & Equipment ",UCHI TECHNOLOGIES BERHAD,20210704
0005,UCREST,Yes,Technology Equipment ,UCREST BERHAD,20210704
5148,UEMS,Yes,Property ,UEM SUNRISE BERHAD,20210704
7133,ULICORP,Yes,"Industrial Materials, Components & Equipment ",UNITED U-LI CORPORATION BERHAD,20210704
2593,UMCCA,Yes,Plantation ,UNITED MALACCA BERHAD,20210704
7137,UMS,Yes,"Industrial Materials, Components & Equipment ",UMS HOLDINGS BERHAD,20210704
7227,UMSNGB,Yes,"Industrial Materials, Components & Equipment ",UMS-NEIKEN GROUP BERHAD,20210704
4588,UMW,Yes,Automotive ,UMW HOLDINGS BERHAD,20210704
7091,UNIMECH,Yes,"Industrial Materials, Components & Equipment ",UNIMECH GROUP BERHAD,20210704
5005,UNISEM,Yes,Semiconductors ,UNISEM (M) BERHAD,20210704
03017,UNIWALL,Yes,Construction ,UNI WALL APS HOLDINGS BERHAD,20210704
5200,UOADEV,Yes,Property ,UOA DEVELOPMENT BHD,20210704
5110,UOAREIT,No,Real Estate Investment Trusts ,UOA REAL ESTATE INVESTMENT TRUST,20210704
7757,UPA,Yes,Consumer Services ,UPA CORPORATION BHD,20210704
03043,UTAMA,Yes,Building Materials ,UCI RESOURCES BERHAD,20210704
2089,UTDPLT,Yes,Plantation ,UNITED PLANTATIONS BERHAD,20210704
5292,UWC,Yes,Semiconductors ,UWC BERHAD,20210704
7250,UZMA,Yes,"Energy Infrastructure, Equipment & Services ",UZMA BERHAD,20210704
0060,VC,Yes,Technology Equipment ,VORTEX CONSOLIDATED BERHAD,20210704
5243,VELESTO,Yes,"Energy Infrastructure, Equipment & Services ",VELESTO ENERGY BERHAD,20210704
4995,VERSATL,Yes,Packaging Materials ,VERSATILE CREATIVE BERHAD,20210704
7240,VERTICE,Yes,Construction ,VERTICE BERHAD,20210704
0120,VIS,Yes,Semiconductors ,VISDYNAMICS HOLDINGS BERHAD,20210704
0097,VITROX,Yes,Semiconductors ,VITROX CORPORATION BERHAD,20210704
0069,VIVOCOM,Yes,Software ,VIVOCOM INTL HOLDINGS BERHAD,20210704
7070,VIZIONE,Yes,Construction ,VIZIONE HOLDINGS BERHAD,20210704
0232,VOLCANO,Yes,Industrial Services ,VOLCANO BERHAD,20210704
6963,VS,Yes,"Industrial Materials, Components & Equipment ",V.S. INDUSTRY BERHAD,20210704
0066,VSOLAR,Yes,Software ,VSOLAR GROUP BERHAD,20210704
5162,VSTECS,Yes,Technology Equipment ,VSTECS BERHAD,20210704
7203,WANGZNG,No,Household Goods ,WANG-ZHENG BERHAD,20210704
5016,WARISAN,Yes,"Travel, Leisure & Hospitality ",WARISAN TC HOLDINGS BERHAD,20210704
5142,WASEONG,Yes,"Energy Infrastructure, Equipment & Services ",WAH SEONG CORPORATION BERHAD,20210704
7226,WATTA,Yes,Auto Parts ,WATTA HOLDING BERHAD,20210704
3565,WCEHB,No,Construction ,WCE HOLDINGS BERHAD,20210704
9679,WCT,Yes,Construction ,WCT HOLDINGS BERHAD,20210704
0197,WEGMANS,Yes,Household Goods ,WEGMANS HOLDINGS BERHAD,20210704
7231,WELLCAL,Yes,"Industrial Materials, Components & Equipment ",WELLCALL HOLDINGS BERHAD,20210704
0162,WIDAD,Yes,Construction ,WIDAD GROUP BERHAD,20210704
7692,WIDETEC,No,Metals ,WIDETECH (MALAYSIA) BERHAD,20210704
0008,WILLOW,No,Software ,WILLOWGLEN MSC BERHAD,20210704
6378,WMG,No,Property ,WMG HOLDINGS BERHAD,20210704
7050,WONG,Yes,"Industrial Materials, Components & Equipment ",WONG ENGINEERING CORPORATION BERHAD,20210704
7025,WOODLAN,Yes,Wood & Wood Products ,WOODLANDOR HOLDINGS BHD,20210704
5246,WPRTS,Yes,Transportation & Logistics Services ,WESTPORTS HOLDINGS BERHAD,20210704
5009,WTHORSE,Yes,Building Materials ,WHITE HORSE BERHAD,20210704
4243,WTK,Yes,Wood & Wood Products ,WTK HOLDINGS BERHAD,20210704
7245,WZSATU,Yes,Metals ,WZ SATU BERHAD,20210704
5156,XDL,No,Personal Goods ,XIDELANG HOLDINGS LTD,20210704
5267,XINHWA,Yes,Transportation & Logistics Services ,XIN HWA HOLDINGS BERHAD,20210704
7121,XL,Yes,Consumer Services ,XL HOLDINGS BERHAD,20210704
0165,XOX,No,Telecommunications Service Providers ,XOX BHD,20210704
7003,Y&G,Yes,Property ,Y&G CORPORATION BHD,20210704
5048,YB,No,Building Materials ,YB VENTURES BERHAD,20210704
0025,YBS,Yes,"Industrial Materials, Components & Equipment ",YBS INTERNATIONAL BERHAD,20210704
0086,YGL,Yes,Software ,YGL CONVERGENCE BERHAD,20210704
7293,YINSON,Yes,"Energy Infrastructure, Equipment & Services ",YINSON HOLDINGS BERHAD,20210704
7020,YKGI,Yes,Metals ,YKGI HOLDINGS BERHAD,20210704
7014,YLI,Yes,Metals ,YLI HOLDINGS BERHAD,20210704
3158,YNHPROP,Yes,Property ,YNH PROPERTY BERHAD,20210704
5159,YOCB,Yes,Household Goods ,YOONG ONN CORPORATION BERHAD,20210704
7066,YONGTAI,Yes,Property ,YONG TAI BERHAD,20210704
7178,YSPSAH,Yes,Pharmaceuticals ,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,20210704
4677,YTL,No,"Gas, Water & Multi-utilities ",YTL CORPORATION BERHAD,20210704
6742,YTLPOWR,No,"Gas, Water & Multi-utilities ",YTL POWER INTERNATIONAL BHD,20210704
5109,YTLREIT,No,Real Estate Investment Trusts ,YTL HOSPITALITY REIT,20210704
7028,ZECON,Yes,Construction ,ZECON BERHAD,20210704
2283,ZELAN,Yes,Construction ,ZELAN BERHAD,20210704
5131,ZHULIAN,Yes,Consumer Services ,ZHULIAN CORPORATION BERHAD,20210704
